wk,day,date,time,result,home,away,attendance,venue,referee,match_report,season,mean_points_home,mean_score_home,mean_points_away,mean_score_away,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,max_h,max_d,max_a,avg_h,avg_d,avg_a,bet,wager_h,wager_d,wager_a,wager_total,profit,cum_profit
5,Fri,2021-09-10,21:00 (14:00),H,Lorient,Lille,10271,Stade Yves Allainmat - Le Moustoir,Clément Turpin,Match Report,2021,3,2.25,2,2.25,3.4,3.4,2.15,3.3,3.2,2.2,3.35,3.25,2.25,3.52,3.3,2.3,3.4,3.1,2.2,3.4,3.3,2.2,3.6,3.42,2.34,3.4,3.26,2.24,1,0.2784667418263811,0.29312288613303267,0.4284103720405863,1,0.002480270574972021,1.9696097317059655
3,Sat,2021-09-11,20:45 (13:45),A,Atalanta,Fiorentina,9162,Stadio Atleti Azzurri d'Italia,Valerio Marini,Match Report,2021,1.75,1.75,0.75,1,1.55,4.33,5.5,1.6,4.1,5.5,1.6,4.3,5.25,1.6,4.25,6.05,1.57,4.2,5.8,1.55,4.2,5.75,1.63,4.51,6.4,1.58,4.21,5.69,1,0.6187710757107057,0.223635665944224,0.15759325834507035,1,0.008596853408450178,1.9782065851144157
4,Sat,2021-09-11,12:30 (06:30),H,Crystal Palace,Tottenham,26000,Selhurst Park,Jonathan Moss,Match Report,2021,1,1,1.75,2,4.2,3.5,1.9,4.4,3.3,1.91,4.1,3.45,1.95,4.42,3.47,1.96,4.33,3.3,1.91,4.1,3.3,1.91,4.63,3.56,2,4.25,3.44,1.95,1,0.2166583492581277,0.2817775722093066,0.5015640785325657,1,0.003128157065131365,1.981334742179547
5,Sat,2021-09-11,21:00 (14:00),A,Monaco,Marseille,8615,Stade Louis II.,Stéphanie Frappart,Match Report,2021,1,1.25,1.75,1.75,2,3.6,3.6,2,3.6,3.4,2.05,3.55,3.5,2.08,3.76,3.63,2.05,3.4,3.5,2,3.5,3.6,2.14,3.79,3.72,2.06,3.61,3.52,1,0.467308801400057,0.26386301714937255,0.2688281814505704,1,4.0834996122063316e-5,1.9813755771756691
3,Sun,2021-09-12,15:00 (08:00),A,Cagliari,Genoa,6423,Sardegna Arena,Luca Pairetto,Match Report,2021,1.25,1.25,1.5,1.5,2,3.5,3.75,2.1,3.25,3.7,2.1,3.4,3.55,2.14,3.47,3.73,2.15,3.3,3.5,2.25,3.25,3.25,2.25,3.72,3.96,2.11,3.43,3.59,1,0.46018893387314436,0.2783400809716599,0.2614709851551957,1,0.03542510121457498,2.0168006783902444
3,Sun,2021-09-12,20:45 (13:45),H,Roma,Sassuolo,29604,Stadio Olimpico,Simone Sozza,Match Report,2021,2.5,2.75,3,2.5,1.57,4.75,5,1.57,4.75,5,1.6,4.7,4.9,1.61,5,4.94,1.57,4.5,5.25,1.53,4.33,5.75,1.63,5,5.75,1.59,4.71,5.01,1,0.6213193581500891,0.20255011075692905,0.1761305310929818,1,0.012750553784645069,2.029551232174889
5,Sun,2021-09-12,17:00 (10:00),A,Nantes,Nice,14597,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Match Report,2021,1.5,1.5,1.5,1.75,3.3,3.4,2.2,3.2,3.3,2.2,3.3,3.3,2.25,3.48,3.39,2.27,3.3,3.2,2.2,3.4,3.25,2.2,3.52,3.51,2.35,3.31,3.33,2.25,1,0.2856554126826362,0.2864692457672022,0.42787534155016155,1,0.005507052642879762,2.0350582848177687
6,Fri,2021-09-17,21:00 (14:00),H,Strasbourg,Metz,25437,Stade de la Meinau,Eric Wattellier,Match Report,2021,1.25,1.25,1,2,1.85,3.6,4.2,1.85,3.5,4.5,1.9,3.45,4.3,1.9,3.58,4.6,1.85,3.4,4.2,1.9,3.4,4.33,2,3.66,4.6,1.91,3.47,4.3,1,0.5047367789902867,0.27581244753567574,0.21945077347403766,1,0.009473557980573366,2.0445318427983423
4,Sat,2021-09-18,18:00 (11:00),H,Inter,Bologna,35278,Stadio Giuseppe Meazza,Giovanni Ayroldi,Match Report,2021,3,4.25,0.75,0.75,1.36,5,8.5,1.36,5.25,7.75,1.37,5.25,7.5,1.4,5.3,8.33,1.38,4.75,8.5,1.36,5.25,7.5,1.58,5.4,9,1.39,5.05,8.04,1,0.681130171543895,0.1992936427850656,0.11957618567103936,0.9999999999999999,0.07618567103935403,2.1207175138376964
5,Sat,2021-09-18,15:00 (09:00),A,Burnley,Arsenal,20000,Turf Moor,Anthony Taylor,Match Report,2021,0.25,0.5,1.5,1,3.8,3.6,1.95,3.9,3.4,2,3.7,3.5,2.05,3.87,3.57,2.06,3.8,3.4,2,3.9,3.3,1.95,4,3.66,2.1,3.82,3.5,2.03,1,0.2501464557703574,0.2733841046670572,0.4764694395625855,1,5.858230814295151e-4,2.1213033369191256
6,Sat,2021-09-18,21:00 (14:00),A,Saint-Étienne,Bordeaux,23869,Stade Geoffroy-Guichard,Antony Gautier,Match Report,2021,1.25,0.75,1,1,1.95,3.25,4.2,1.95,3.4,4.1,1.95,3.5,3.95,1.97,3.53,4.32,1.91,3.4,4,1.93,3.4,4.1,2.03,3.66,4.32,1.96,3.46,4.04,1,0.49393638357294145,0.27395925099810686,0.23210436542895163,1,0.002690858653071171,2.1239941955721973
5,Sun,2021-09-19,17:30 (10:30),H,Dortmund,Union Berlin,25000,Signal Iduna Park,Sven Jablonski,Match Report,2021,3,3.5,0.5,0.75,1.36,5.25,8,1.36,5,8.5,1.37,5.5,7.5,1.38,5.41,8.51,1.36,5,8,1.36,5.25,7.5,1.42,5.65,8.9,1.37,5.25,8.07,1,0.7087785075973276,0.178135483325346,0.11308600907732641,1,0.006465480788205191,2.1304596763604025
4,Sun,2021-09-19,20:45 (13:45),D,Juventus,Milan,18785,Allianz Stadium,Daniele Doveri,Match Report,2021,1.5,1.5,3,3.25,2.1,3.4,3.5,2.15,3.4,3.4,2.1,3.55,3.4,2.13,3.69,3.55,2.15,3.4,3.4,2.1,3.4,3.5,2.21,3.75,3.66,2.13,3.55,3.43,1,0.45596340333077534,0.2687144323629369,0.2753221643062878,1,0.007679121361013452,2.1381387977214157
5,Sun,2021-09-19,14:00 (08:00),H,Brighton,Leicester City,31078,The American Express Community Stadium,Stuart Attwell,Match Report,2021,1.75,1.5,1.5,1.5,2.7,3.2,2.75,2.75,3.2,2.65,2.75,3.15,2.7,2.83,3.25,2.77,2.62,3.2,2.7,2.7,3.1,2.63,2.88,3.42,2.85,2.75,3.23,2.73,1,0.3505535055350554,0.2952029520295203,0.35424354243542433,1,0.009594095940959502,2.147732893662375
7,Wed,2021-09-22,21:00 (14:00),A,Metz,Paris S-G,2661,Stade Saint-Symphorien,Jérémie Pignard,Match Report,2021,0.75,1.25,3,2.5,11,7,1.22,9.75,6.5,1.26,9.5,6.25,1.27,10.51,6.63,1.27,11,5.8,1.24,13,6,1.22,13,7,1.3,10.61,6.34,1.26,1,0.07777777777777778,0.14444444444444446,0.7777777777777777,0.9999999999999999,0.011111111111111072,2.1588440047734863
5,Thu,2021-09-23,18:30 (11:30),D,Torino,Lazio,8646,Stadio Olimpico di Torino,Rosario Abisso,Match Report,2021,1,1.5,0.75,0.75,3.25,3.5,2.15,3.3,3.4,2.2,3.3,3.45,2.2,3.42,3.55,2.23,3.3,3.4,2.2,3.2,3.4,2.2,3.6,3.6,2.27,3.34,3.44,2.2,1,0.2788697788697789,0.2788697788697789,0.44226044226044225,1,0.0039312039312040525,2.1627752087046903
6,Sat,2021-09-25,15:30 (08:30),D,Eint Frankfurt,Köln,24000,Commerzbank-Arena,Martin Petersen,Match Report,2021,1.5,1.25,1.25,1.5,2,3.75,3.5,2,3.7,3.6,2.1,3.6,3.4,2.08,3.89,3.5,2,3.6,3.5,2,3.9,3.3,2.1,4,3.66,2.04,3.8,3.46,1,0.4764694395625855,0.2501464557703574,0.2733841046670572,1,5.858230814295151e-4,2.1633610317861196
6,Sat,2021-09-25,15:00 (09:00),A,Leeds United,West Ham,36417,Elland Road,Kevin Friend,Match Report,2021,1.75,2,2,2,3,3.6,2.25,3,3.6,2.3,3.05,3.6,2.25,3.17,3.73,2.28,3,3.5,2.3,3,3.6,2.2,3.18,3.75,2.4,3.04,3.67,2.29,1,0.3151591553734636,0.26725496375669716,0.4175858808698393,1,0.002206114087614175,2.165567145873734
6,Sun,2021-09-26,15:30 (08:30),D,Bochum,Stuttgart,15300,Vonovia Ruhrstadion,Christian Dingert,Match Report,2021,1.5,1.5,1,0.75,3,3.5,2.3,3,3.5,2.3,3.1,3.45,2.3,3.15,3.62,2.33,3,3.4,2.3,2.9,3.6,2.3,3.21,3.68,2.4,3.03,3.53,2.32,1,0.31154757873349137,0.27175753471046393,0.4166948865560447,1,6.772773450736125e-5,2.1656348736082416
6,Sun,2021-09-26,18:00 (11:00),H,Lazio,Roma,32000,Stadio Olimpico,Marco Guida,Match Report,2021,2,2.25,1,2.25,2.62,3.5,2.6,2.65,3.6,2.55,2.65,3.4,2.65,2.75,3.54,2.66,2.62,3.5,2.6,2.63,3.4,2.63,2.8,3.7,2.75,2.67,3.47,2.63,1,0.3603683371701789,0.27271117407472995,0.36692048875509115,1,0.009031344076500858,2.1746662176847424
6,Sun,2021-09-26,20:45 (13:45),H,Napoli,Cagliari,20000,Stadio San Paolo,Marco Piccinini,Match Report,2021,2.5,2.5,1.25,1.5,1.25,6,11,1.28,5.75,10.5,1.25,6.25,11,1.27,6.47,11.91,1.25,6,12,1.22,6,13,1.3,6.6,13,1.26,6.1,11.56,1,0.7710280373831775,0.1518691588785047,0.07710280373831777,1,0.002336448598130758,2.177002666282873
6,Sun,2021-09-26,14:00 (08:00),A,Southampton,Wolves,28002,St. Mary's Stadium,Andy Madley,Match Report,2021,1.25,1,0.75,0.5,2.62,3.2,2.8,2.65,3.2,2.75,2.65,3.2,2.8,2.7,3.27,2.89,2.62,3.2,2.75,2.6,3.13,2.75,2.78,3.38,2.92,2.65,3.24,2.83,1,0.36042010546458464,0.296440205086256,0.34313968944915935,1,0.0019678931915452225,2.1789705594744184
7,Sun,2021-09-26,18:30 (11:30),H,Real Sociedad,Elche,23941,Estadio Municipal de Anoeta,Adrián Cordero,Match Report,2021,2.5,1.5,1.5,1.25,1.4,4.5,9,1.4,4.6,8.5,1.45,4.3,7.5,1.47,4.43,8.53,1.42,4.2,8.5,1.4,4.2,8,1.48,4.75,9.25,1.44,4.42,8.22,1,0.6795422031473535,0.2117310443490701,0.10872675250357654,1,0.005722460658083239,2.184693020132501
6,Mon,2021-09-27,20:00 (14:00),D,Crystal Palace,Brighton,22975,Selhurst Park,Andre Marriner,Match Report,2021,1.75,1.75,1.5,1,3.1,3.2,2.45,2.95,3.2,2.5,3,3.15,2.5,3.14,3.21,2.56,3.1,3,2.5,2.9,3,2.5,3.16,3.25,2.67,3.04,3.15,2.54,1,0.31687402089487926,0.30809904800855953,0.3750269310965612,1,0.0013219060278184536,2.18601492616032
7,Mon,2021-09-27,21:00 (14:00),H,Celta Vigo,Granada,6375,Estadio de Balaídos,César Soto,Match Report,2021,0,1,0.5,0.75,1.61,4,5.5,1.6,4.1,5.5,1.63,4,5.25,1.65,4.19,5.54,1.65,3.8,5.25,1.62,3.9,5,1.72,4.2,5.64,1.65,4.02,5.24,1,0.5832643895520624,0.2388606547689398,0.17787495567899775,1,0.0032147500295471865,2.189229676189867
7,Fri,2021-10-01,20:30 (13:30),H,Köln,Greuther Fürth,40000,RheinEnergieSTADION,Matthias Jöllenbeck,Match Report,2021,2.5,1.75,0,0.6666666666666666,1.4,5,7,1.44,4.75,7,1.5,4.6,6.25,1.46,4.89,7.3,1.44,4.6,6.5,1.44,5,6.5,1.53,5,7.61,1.46,4.83,6.76,1,0.6635474414622109,0.20304551708743654,0.1334070414503525,1,0.015227585437182611,2.2044572616270495
9,Fri,2021-10-01,21:00 (14:00),H,Lens,Reims,NA,Stade Bollaert-Delelis,Benoît Bastien,Match Report,2021,1.25,1.25,1.25,1,1.72,3.5,5,1.75,3.6,5,1.77,3.55,4.8,1.81,3.56,5.2,1.75,3.5,4.6,1.75,3.7,4.8,1.88,3.92,5.2,1.79,3.58,4.82,1,0.5431446111869032,0.26048772169167805,0.19636766712141882,1,0.02111186903137785,2.2255691306584273
7,Sun,2021-10-03,15:00 (08:00),D,Sampdoria,Udinese,4292,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,2021,1,1.25,0.75,0.75,2.1,3.5,3.5,2.15,3.3,3.6,2.2,3.3,3.45,2.22,3.37,3.62,2.15,3.4,3.5,2.1,3.3,3.5,2.25,3.63,3.64,2.18,3.36,3.49,1,0.44683419736428287,0.2769633454737291,0.27620245716198805,1,0.005376944069636513,2.230946074728064
8,Sun,2021-10-03,21:00 (14:00),H,Granada,Sevilla,12334,Estadio Nuevo Los Cármenes,Alberola Rojas,Match Report,2021,0.5,1,1.25,0.5,4.8,3.4,1.72,4.75,3.5,1.8,4.9,3.55,1.77,5.36,3.62,1.78,5,3.4,1.78,4.75,3.5,1.73,5.4,3.64,1.86,4.97,3.53,1.78,1,0.18564095814688075,0.2754014214266912,0.538957620426428,1,0.0024611739931561516,2.23340724872122
9,Sun,2021-10-03,13:00 (06:00),H,Rennes,Paris S-G,28092,Roazhon Park,Ruddy Buquet,Match Report,2021,1.75,2,3,2.5,5.5,4.5,1.55,5,4.6,1.57,5.75,4.5,1.53,5.67,4.85,1.56,5.25,4.33,1.53,5.75,4.33,1.53,5.75,4.9,1.61,5.41,4.55,1.56,1,0.17406749555950268,0.2042628774422735,0.6216696269982238,1,8.88099467140524e-4,2.2342953481883607
8,Sat,2021-10-16,15:30 (08:30),H,Union Berlin,Wolfsburg,11000,Stadion An der Alten Försterei,Sascha Stegemann,Match Report,2021,2,1,1.75,1.75,2.7,3.25,2.7,2.65,3.3,2.65,2.7,3.2,2.75,2.75,3.25,2.85,2.7,3.1,2.7,2.63,3.2,2.7,2.9,3.32,2.86,2.73,3.19,2.73,1,0.34632274630523907,0.3025108326160221,0.3511664210787389,1,0.004335964285193228,2.238631312473554
9,Sun,2021-10-17,21:00 (14:00),H,Barcelona,Valencia,47317,Camp Nou,Jesús Gil,Match Report,2021,2.5,2.5,1.25,1.5,1.5,4.33,6.5,1.5,4.2,6.75,1.55,4.3,5.75,1.56,4.29,6.66,1.5,4.2,6.5,1.5,4.2,5.75,1.58,4.55,7,1.54,4.29,6.23,1,0.6357412323599273,0.22076288947883194,0.14349587816124076,1,0.004471147128685127,2.2431024596022393
9,Fri,2021-10-22,20:45 (13:45),H,Sampdoria,Spezia,7493,Stadio Comunale Luigi Ferraris,Michael Fabbri,Match Report,2021,0.5,1.25,1,1.25,1.8,3.8,4.2,1.7,4,4.5,1.83,3.9,3.95,1.86,3.96,4.27,1.78,3.9,4.33,1.8,3.7,4.33,1.89,4.05,4.5,1.84,3.89,4.14,1,0.5300353356890459,0.24734982332155478,0.2226148409893993,1,0.0017667844522968323,2.244869244054536
9,Fri,2021-10-22,20:00 (14:00),H,Arsenal,Aston Villa,59496,Emirates Stadium,Craig Pawson,Match Report,2021,1.75,1.5,0.75,1,1.83,3.75,4.2,1.9,3.5,4,1.9,3.65,4.1,1.92,3.77,4.22,1.88,3.6,4,1.87,3.75,4.2,2.09,3.9,4.3,1.91,3.73,4.05,1,0.49457355196413827,0.26504069836026894,0.2403857496755928,1,0.03365872360504896,2.278527967659585
10,Fri,2021-10-22,21:00 (14:00),D,Osasuna,Granada,21128,Estadio El Sadar,Alejandro Muñíz,Match Report,2021,1,0.75,0.5,0.25,1.72,3.5,5.25,1.78,3.6,4.5,1.77,3.45,5,1.81,3.57,5.25,1.75,3.5,5,1.75,3.6,5,1.85,3.68,5.5,1.78,3.52,5.01,1,0.5437498320930608,0.27335249711200066,0.18289767079493863,1,0.005937189372162477,2.2844651570317476
9,Sat,2021-10-23,15:30 (08:30),A,Wolfsburg,Freiburg,10251,Volkswagen Arena,Tobias Welz,Match Report,2021,1.75,1,2,1.25,2.1,3.3,3.6,2,3.4,3.75,2.15,3.3,3.55,2.19,3.37,3.7,2.15,3.3,3.4,2.15,3.4,3.4,2.25,3.54,3.7,2.18,3.3,3.52,1,0.44569211923233965,0.2832788893425888,0.2710289914250714,0.9999999999999999,0.0028072682727642295,2.2872724253045114
9,Sat,2021-10-23,20:45 (13:45),A,Bologna,Milan,22167,Stadio Renato Dall'Ara,Paolo Valeri,Match Report,2021,2.5,2.25,2.5,1.75,3.35,3.6,2.1,3.75,3.6,1.93,3.35,3.45,2.2,3.42,3.54,2.24,3.3,3.4,2.2,3.25,3.4,2.2,3.58,3.89,2.24,3.34,3.5,2.16,1,0.28421018298052775,0.26156104243452166,0.45422877458495053,1,0.017472455070289383,2.304744880374801
9,Sun,2021-10-24,18:00 (11:00),D,Roma,Napoli,47801,Stadio Olimpico,Davide Massa,Match Report,2021,3,2,3,3,2.87,3.5,2.4,2.6,3.5,2.55,2.8,3.45,2.5,2.95,3.52,2.5,2.88,3.5,2.38,2.9,3.4,2.38,3.04,3.78,2.5,2.86,3.51,2.43,1,0.33110030412176084,0.266281726066178,0.40261796981206116,1,0.0065449245301527625,2.3112898049049537
9,Sun,2021-10-24,16:30 (10:30),A,Manchester Utd,Liverpool,73088,Old Trafford,Anthony Taylor,Match Report,2021,1.75,2.5,2.5,3.5,3.1,3.6,2.2,3,3.5,2.25,3,3.65,2.25,3.15,3.73,2.29,3,3.5,2.25,3,3.6,2.2,3.25,3.81,2.38,3.06,3.66,2.27,1,0.31069750867731355,0.2650306832549263,0.42427180806776016,1,0.00976690320126905,2.321056708106223
11,Sun,2021-10-24,17:00 (10:00),H,Monaco,Montpellier,4861,Stade Louis II.,François Letexier,Match Report,2021,1.5,1.5,0.5,1.25,1.44,5,6,1.46,4.75,6.5,1.43,5,6.5,1.5,4.71,6.91,1.44,4.4,6.5,1.44,4.5,7,1.52,5,7.19,1.46,4.6,6.56,1,0.6598897185694251,0.2006064744451053,0.13950380698546958,1,0.003032372225526103,2.324089080331749
11,Wed,2021-10-27,19:00 (12:00),D,Mallorca,Sevilla,15125,Iberostar Estadi,Santiago Jaime,Match Report,2021,1.75,1,1.25,0.5,5.5,3.3,1.75,6,3.25,1.71,5.25,3.35,1.8,5.49,3.28,1.86,5.25,3.25,1.78,4.6,3.4,1.8,5.56,3.52,1.87,5.09,3.33,1.81,1,0.18008908149753222,0.28445889009269293,0.5354520284097749,1,0.0012952931262790734,2.3253843734580277
11,Mon,2021-11-01,20:45 (14:45),H,Bologna,Cagliari,10126,Stadio Renato Dall'Ara,Davide Massa,Match Report,2021,1.75,2,0.25,0.75,1.8,3.6,4.5,1.82,3.8,4.1,1.85,3.7,4.2,1.81,3.84,4.75,1.83,3.6,4.4,1.8,3.6,4.4,1.91,3.89,4.75,1.83,3.69,4.36,1,0.5282319274783518,0.2593632343145635,0.21240483820708464,1,0.008922981483651782,2.3343073549416795
13,Fri,2021-11-05,21:00 (15:00),H,Lens,Troyes,35706,Stade Bollaert-Delelis,Thomas Léonard,Match Report,2021,2.25,1.75,1.5,1.25,1.6,4,5.5,1.6,4.2,5,1.65,4.1,5,1.63,4.23,5.69,1.62,3.8,5.25,1.6,4.1,5.5,1.69,4.34,5.7,1.63,4.12,5.27,1,0.5931577533952275,0.23097617586127525,0.17586607074349728,1,0.002436603237934376,2.336743958179614
11,Sat,2021-11-06,15:00 (10:00),H,Crystal Palace,Wolves,24390,Selhurst Park,Graham Scott,Match Report,2021,1.5,1.75,2.5,1.75,2.45,3.2,3,2.4,3.2,3,2.5,3.15,3.05,2.56,3.17,3.17,2.45,3.1,3,2.4,3,3.1,2.62,3.33,3.21,2.5,3.15,3.08,1,0.3841741511854831,0.30226314597776743,0.3135627028367494,1,0.006536276105965744,2.34328023428558
13,Sun,2021-11-07,21:00 (14:00),A,Betis,Sevilla,50534,Estadio Benito Villamarín,Antonio Matéu Lahoz,Match Report,2021,2.5,2.75,1.25,0.5,3,3.3,2.45,2.9,3.3,2.4,2.9,3.25,2.5,3.07,3.35,2.51,2.9,3.2,2.5,2.8,3.2,2.45,3.11,3.4,2.63,2.94,3.28,2.49,1,0.3228706675861969,0.29533169888031546,0.3817976335334876,1,0.004127776193072474,2.3474080104786523
13,Sun,2021-11-07,15:00 (08:00),H,Saint-Étienne,Clermont Foot,NA,Stade Geoffroy-Guichard,Pierre Gaillouste,Match Report,2021,0.5,1,0.25,0.5,2.5,3.3,2.9,2.55,3.25,2.8,2.5,3.35,2.8,2.58,3.43,2.91,2.45,3.4,2.7,2.45,3.4,2.8,2.6,3.7,2.98,2.51,3.37,2.83,1,0.3883214763682468,0.27287455096147073,0.3388039726702825,1,0.009635838557441767,2.357043849036094
12,Sat,2021-11-20,15:30 (08:30),D,Arminia,Wolfsburg,19801,SchücoArena,Martin Petersen,Match Report,2021,0.25,0.5,1.5,1.25,4.2,3.5,1.9,4.2,3.5,1.85,4,3.4,1.97,4.13,3.48,2.03,3.9,3.4,1.95,3.8,3.5,1.95,4.2,3.68,2.05,4.02,3.47,1.97,1,0.23865865232521355,0.27238215754508066,0.4889591901297058,1,0.002366339765896841,2.359410188801991
13,Sat,2021-11-20,18:00 (11:00),A,Lazio,Juventus,45000,Stadio Olimpico,Marco Di Bello,Match Report,2021,3,2.5,1.75,1.5,3,3.4,2.35,3,3.4,2.3,3,3.4,2.35,3.16,3.43,2.42,3.1,3.3,2.35,3.1,3.2,2.38,3.18,3.65,2.48,3.04,3.41,2.35,1,0.3171088861953239,0.27627568715099454,0.40661542665368156,1,0.00840625810113016,2.367816446903121
14,Sat,2021-11-20,16:15 (09:15),D,Sevilla,Alavés,25208,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz,Match Report,2021,3,3,1,0.75,1.44,4.33,8.5,1.4,4.33,9.25,1.45,4.4,7.5,1.42,4.67,9.34,1.42,4.2,8.5,1.4,4.2,8,1.47,4.75,9.34,1.42,4.46,8.44,1,0.6817277299457721,0.21097679221479684,0.10729547783943096,0.9999999999999999,0.002139763020285068,2.369956209923406
14,Sat,2021-11-20,17:00 (10:00),H,Paris S-G,Nantes,47777,Parc des Princes,Jeremy Stinat,Match Report,2021,3,2,1,1.5,1.22,6.5,12,1.22,6.75,12,1.25,6,12,1.23,6.89,13.3,1.22,5.8,12,1.22,6,13,1.29,7.1,14,1.24,6.35,11.92,1,0.7850322621407531,0.14263262227627765,0.07233511558296937,1.0000000000000002,0.012691618161571494,2.382647828084978
12,Sun,2021-11-21,14:00 (08:00),H,Manchester City,Everton,52571,Etihad Stadium,Stuart Attwell,Match Report,2021,1.75,1.75,1,1,1.14,8,19,1.16,8,17.5,1.2,7,14,1.19,7.71,17.04,1.17,7,17,1.17,7,15,1.22,8.3,19,1.18,7.56,15.95,1,0.8256285142875094,0.1213574442687664,0.05301404144372428,1,0.007266787430761479,2.389914615515739
14,Sun,2021-11-21,16:15 (09:15),A,Granada,Real Madrid,17460,Estadio Nuevo Los Cármenes,Juan Martínez,Match Report,2021,1,1.25,2.25,1.75,7,4.5,1.45,7.75,4.33,1.44,6.25,4.6,1.5,7.56,4.63,1.48,7,4.2,1.47,6,4.5,1.45,7.7,4.79,1.52,6.97,4.5,1.47,1,0.13032193857642507,0.20949455679300064,0.6601835046305742,0.9999999999999999,0.0034789270384727455,2.393393542554212
14,Sun,2021-11-21,15:00 (08:00),D,Metz,Bordeaux,16077,Stade Saint-Symphorien,Benoît Millot,Match Report,2021,0.25,0.5,1.25,1.5,2.37,3.4,2.9,2.35,3.25,3.1,2.45,3.3,2.95,2.46,3.31,3.18,2.35,3.25,3,2.38,3.25,3,2.52,3.51,3.2,2.42,3.29,3.02,1,0.39913010106178837,0.28655494435205325,0.3143149545861584,1,0.0058078546757067695,2.399201397229919
13,Mon,2021-11-22,18:30 (11:30),H,Hellas Verona,Empoli,13797,Stadio Marc'Antonio Bentegodi,Matteo Gariglio,Match Report,2021,3,3.25,2.25,2,1.7,4,4.5,1.73,3.9,4.5,1.75,4.1,4.3,1.79,4,4.64,1.73,4,4.5,1.73,3.8,4.6,1.82,4.28,4.7,1.76,3.99,4.39,1,0.5517339740425018,0.23461584877508257,0.2136501771824156,1,0.004155832757353206,2.4033572299872716
13,Mon,2021-11-22,20:45 (13:45),H,Torino,Udinese,7034,Stadio Olimpico di Torino,Ivan Pezzuto,Match Report,2021,1.75,1.75,0.5,1,2.05,3.4,3.7,2.05,3.25,3.8,2.1,3.3,3.7,2.11,3.45,3.88,2.05,3.3,3.8,2.05,3.13,4,2.2,3.52,4,2.09,3.32,3.74,1,0.4597701149425288,0.2873563218390805,0.2528735632183908,1,0.011494252873563315,2.4148514828608354
13,Fri,2021-11-26,20:30 (13:30),H,Stuttgart,Mainz 05,25000,Mercedes-Benz Arena,Matthias Jöllenbeck,Match Report,2021,1,1.25,1.5,1.25,2.9,3.3,2.45,2.87,3.2,2.55,2.95,3.2,2.5,2.95,3.4,2.57,2.88,3.2,2.5,2.75,3.4,2.55,3.05,3.4,2.65,2.89,3.27,2.54,1,0.32808375056895767,0.29431042330450613,0.37760582612653615,0.9999999999999999,6.554392353208538e-4,2.415506922096156
15,Fri,2021-11-26,21:00 (14:00),D,Athletic Club,Granada,32651,San Mamés,Adrián Cordero,Match Report,2021,1.5,1,1,1,1.36,4.75,9.5,1.43,4.33,8,1.4,4.5,8.75,1.42,4.69,9.41,1.38,4.4,9,1.36,4.75,9.5,1.45,4.9,9.82,1.4,4.6,8.89,1,0.6927240793527396,0.20498977858397394,0.1022861420632864,1,0.004449915061472298,2.4199568371576285
14,Sat,2021-11-27,20:45 (13:45),A,Venezia,Inter,8303,Stadio Pierluigi Penzo,Livio Marinelli,Match Report,2021,1.75,1.5,1.75,1.5,8,5,1.36,7.75,4.75,1.4,8.25,4.6,1.4,9.03,4.89,1.41,8.5,4.75,1.38,8.5,4.75,1.36,9.03,5.2,1.44,8.18,4.84,1.39,1,0.111020175781945,0.19279080525210832,0.6961890189659468,1,0.002512187310963254,2.4224690244685916
13,Sat,2021-11-27,15:00 (09:00),H,Liverpool,Southampton,53040,Anfield,Andre Marriner,Match Report,2021,2,2.75,1,0.75,1.28,6,9,1.29,6,9.5,1.3,6,8.5,1.3,6.08,10.1,1.28,5.5,10,1.25,6,10,1.33,6.37,11,1.29,5.99,9.78,1,0.7520491649324208,0.15702125421665927,0.09092958085091997,1,2.2538936011962107e-4,2.422694413828711
13,Sat,2021-11-27,17:30 (11:30),D,Brighton,Leeds United,31166,The American Express Community Stadium,Craig Pawson,Match Report,2021,1.25,1,1,1,2.05,3.4,3.75,1.98,3.5,3.75,2.1,3.4,3.55,2.14,3.44,3.78,2.05,3.25,3.75,2.05,3.4,3.5,2.18,3.5,3.92,2.11,3.41,3.67,1,0.4589304111641847,0.2858480846679779,0.2552215041678374,1,4.68296337922558e-4,2.4231627101666335
15,Sat,2021-11-27,14:00 (07:00),A,Alavés,Celta Vigo,10093,Estadio de Mendizorroza,Pablo González,Match Report,2021,2.25,1,1.75,1.25,2.9,3.1,2.55,2.8,3.1,2.6,2.95,3.1,2.55,3.09,3.19,2.6,2.9,3.1,2.55,3,3.13,2.55,3.13,3.32,2.67,2.97,3.15,2.56,1,0.3210215441221739,0.30264982924771217,0.3763286266301139,0.9999999999999999,0.004797433102404103,2.427960143269038
14,Sun,2021-11-28,18:00 (11:00),H,Roma,Torino,46728,Stadio Olimpico,Daniele Chiffi,Match Report,2021,1.75,1,0.25,0.25,1.72,4,4.5,1.66,4.1,4.6,1.67,3.95,4.9,1.74,4.12,4.85,1.7,3.8,5,1.67,3.7,5.25,1.76,4.2,5.25,1.71,3.98,4.69,1,0.5700325732899022,0.23887079261672095,0.1910966340933768,1,0.0032573289902277924,2.4312174722592657
